slack,seed,factor,op,op_truthful,app,app_truthful,sys,sys_truthful
0.5,8,1.0,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
0.5,8,1.25,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
0.5,8,1.5,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
0.5,8,2.0,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
0.5,8,4.0,0.0,2.50198092879341,0.0,3.532792051000915,0.0,129.95858070357625
0.5,9,1.0,12.10470330734658,12.10470330734658,18.32907706784742,18.32907706784742,472.2017593016071,472.2017593016071
0.5,9,1.25,10.942861907775004,12.10470330734658,18.32907706784742,18.32907706784742,472.2017593016071,472.2017593016071
0.5,9,1.5,9.39034251007092,12.10470330734658,15.221108332644441,18.32907706784742,379.6952359192145,472.2017593016071
0.5,9,2.0,10.037437652674418,12.10470330734658,11.927428499759262,18.32907706784742,376.32592235301286,472.2017593016071
0.5,9,4.0,2.396766662287121,12.10470330734658,2.2498615992888213,18.32907706784742,88.27988809824066,472.2017593016071
4.0,0,1.0,11.796105060509678,11.796105060509678,8.499228377763327,8.499228377763327,584.6623406264256,584.6623406264256
4.0,0,1.25,11.796105060509678,11.796105060509678,8.499228377763327,8.499228377763327,584.6623406264256,584.6623406264256
4.0,0,1.5,11.796105060509678,11.796105060509678,8.499228377763327,8.499228377763327,584.6623406264256,584.6623406264256
4.0,0,2.0,11.796105060509678,11.796105060509678,8.499228377763327,8.499228377763327,584.6623406264256,584.6623406264256
4.0,0,4.0,11.796105060509678,11.796105060509678,8.499228377763327,8.499228377763327,584.6623406264256,584.6623406264256
4.0,1,1.0,17.751869458605242,17.751869458605242,26.865614605810904,26.865614605810904,862.409525771239,862.409525771239
4.0,1,1.25,17.751869458605242,17.751869458605242,26.865614605810904,26.865614605810904,862.409525771239,862.409525771239
4.0,1,1.5,17.235085278387828,17.751869458605242,19.877975716811918,26.865614605810904,771.7524798111341,862.409525771239
4.0,1,2.0,17.235085278387828,17.751869458605242,19.877975716811918,26.865614605810904,771.7524798111341,862.409525771239
4.0,1,4.0,1.8510785258707516,17.751869458605242,7.094287132576791,26.865614605810904,324.7260992490679,862.409525771239
4.0,2,1.0,19.199512157369966,19.199512157369966,12.802759825364852,12.802759825364852,633.5851717979543,633.5851717979543
4.0,2,1.25,21.257706406118782,19.199512157369966,9.48051038596547,12.802759825364852,676.7732628572984,633.5851717979543
4.0,2,1.5,21.257706406118782,19.199512157369966,9.48051038596547,12.802759825364852,676.7732628572984,633.5851717979543
4.0,2,2.0,21.184282371434286,19.199512157369966,9.043484016534498,12.802759825364852,668.969737625546,633.5851717979543
4.0,2,4.0,21.184282371434286,19.199512157369966,9.043484016534498,12.802759825364852,668.969737625546,633.5851717979543
4.0,3,1.0,27.288286578863534,27.288286578863534,38.65301424674326,38.65301424674326,992.784217242412,992.784217242412
4.0,3,1.25,27.288286578863534,27.288286578863534,38.65301424674326,38.65301424674326,992.784217242412,992.784217242412
4.0,3,1.5,27.288286578863534,27.288286578863534,38.65301424674326,38.65301424674326,992.784217242412,992.784217242412
4.0,3,2.0,27.288286578863534,27.288286578863534,38.65301424674326,38.65301424674326,992.784217242412,992.784217242412
4.0,3,4.0,0.0,27.288286578863534,0.0,38.65301424674326,0.0,992.784217242412
4.0,4,1.0,18.86629112484165,18.86629112484165,40.431038296684214,40.431038296684214,804.2328982562112,804.2328982562112
4.0,4,1.25,18.43596485935694,18.86629112484165,36.21461020206203,40.431038296684214,724.5430007643099,804.2328982562112
4.0,4,1.5,18.43596485935694,18.86629112484165,36.21461020206203,40.431038296684214,724.5430007643099,804.2328982562112
4.0,4,2.0,18.43596485935694,18.86629112484165,36.21461020206203,40.431038296684214,724.5430007643099,804.2328982562112
4.0,4,4.0,6.78013804425552,18.86629112484165,9.707059348607372,40.431038296684214,266.46294900523617,804.2328982562112
4.0,5,1.0,5.834914477884505,5.834914477884505,15.15028194291896,15.15028194291896,241.74707226999232,241.74707226999232
4.0,5,1.25,5.834914477884505,5.834914477884505,15.15028194291896,15.15028194291896,241.74707226999232,241.74707226999232
4.0,5,1.5,5.834914477884505,5.834914477884505,15.15028194291896,15.15028194291896,241.74707226999232,241.74707226999232
4.0,5,2.0,2.187254539286657,5.834914477884505,2.251899795771832,15.15028194291896,87.86172620665613,241.74707226999232
4.0,5,4.0,2.187254539286657,5.834914477884505,2.251899795771832,15.15028194291896,87.86172620665613,241.74707226999232
4.0,6,1.0,99.44629207288133,99.44629207288133,46.503463558378016,46.503463558378016,3946.4550530923266,3946.4550530923266
4.0,6,1.25,99.44629207288133,99.44629207288133,46.503463558378016,46.503463558378016,3946.4550530923266,3946.4550530923266
4.0,6,1.5,99.44629207288133,99.44629207288133,46.503463558378016,46.503463558378016,3946.4550530923266,3946.4550530923266
4.0,6,2.0,99.44629207288133,99.44629207288133,46.503463558378016,46.503463558378016,3946.4550530923266,3946.4550530923266
4.0,6,4.0,79.95338068294011,99.44629207288133,29.671795338376988,46.503463558378016,2982.717473127162,3946.4550530923266
4.0,7,1.0,5.120811358986261,5.120811358986261,17.67546070200102,17.67546070200102,282.7099551079492,282.7099551079492
4.0,7,1.25,4.995145007066415,5.120811358986261,17.67546070200102,17.67546070200102,282.17884581414046,282.7099551079492
4.0,7,1.5,4.946494356392777,5.120811358986261,10.905798587894955,17.67546070200102,215.19242883403302,282.7099551079492
4.0,7,2.0,3.9420120999991,5.120811358986261,5.878233483495553,17.67546070200102,165.97532812838193,282.7099551079492
4.0,7,4.0,2.4360910789889956,5.120811358986261,2.060840275009678,17.67546070200102,92.18899086453754,282.7099551079492
4.0,8,1.0,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
4.0,8,1.25,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
4.0,8,1.5,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
4.0,8,2.0,2.50198092879341,2.50198092879341,3.532792051000915,3.532792051000915,129.95858070357625,129.95858070357625
4.0,8,4.0,0.0,2.50198092879341,0.0,3.532792051000915,0.0,129.95858070357625
4.0,9,1.0,12.10470330734658,12.10470330734658,18.32907706784742,18.32907706784742,472.2017593016071,472.2017593016071
4.0,9,1.25,11.713584977658604,12.10470330734658,18.32907706784742,18.32907706784742,472.2017593016071,472.2017593016071
4.0,9,1.5,11.713584977658604,12.10470330734658,18.32907706784742,18.32907706784742,472.2017593016071,472.2017593016071
4.0,9,2.0,10.037437652674418,12.10470330734658,11.927428499759262,18.32907706784742,376.32592235301286,472.2017593016071
4.0,9,4.0,2.396766662287121,12.10470330734658,2.2498615992888213,18.32907706784742,88.27988809824066,472.2017593016071
